   0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00 
   2.633333e-03    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    1.000000e-04    2.113333e-02    0.000000e+00    2.113333e-02    3.333333e-05    0.000000e+00    0.000000e+00    2.113333e-02    0.000000e+00    0.000000e+00    0.000000e+00    2.113333e-02    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00 
   5.600000e-03    3.333333e-05    0.000000e+00    3.333333e-05    0.000000e+00    0.000000e+00    1.666667e-04    4.260000e-02    0.000000e+00    4.256667e-02    1.333333e-04    0.000000e+00    0.000000e+00    4.260000e-02    0.000000e+00    0.000000e+00    0.000000e+00    4.260000e-02    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00 
   8.800000e-03    6.666667e-05    0.000000e+00    1.000000e-04    0.000000e+00    0.000000e+00    2.333333e-04    6.260000e-02    0.000000e+00    6.243333e-02    4.000000e-04    0.000000e+00    0.000000e+00    6.260000e-02    3.333333e-05    0.000000e+00    0.000000e+00    6.260000e-02    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00 
   1.236667e-02    1.000000e-04    0.000000e+00    2.000000e-04    0.000000e+00    0.000000e+00    2.666667e-04    8.330000e-02    0.000000e+00    8.280000e-02    1.066667e-03    0.000000e+00    0.000000e+00    8.330000e-02    3.333333e-05    0.000000e+00    0.000000e+00    8.330000e-02    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00 
   1.586667e-02    1.000000e-04    0.000000e+00    2.666667e-04    0.000000e+00    0.000000e+00    3.333333e-04    1.022667e-01    0.000000e+00    1.013000e-01    1.900000e-03    0.000000e+00    0.000000e+00    1.022667e-01    3.333333e-05    0.000000e+00    0.000000e+00    1.022667e-01    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00 
   1.880000e-02    1.666667e-04    0.000000e+00    4.000000e-04    0.000000e+00    0.000000e+00    4.333333e-04    1.233000e-01    0.000000e+00    1.220333e-01    2.633333e-03    0.000000e+00    0.000000e+00    1.233000e-01    3.333333e-05    0.000000e+00    0.000000e+00    1.233000e-01    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00 
   2.206667e-02    2.666667e-04    0.000000e+00    6.666667e-04    0.000000e+00    0.000000e+00    5.000000e-04    1.440333e-01    0.000000e+00    1.423000e-01    3.466667e-03    3.333333e-05    0.000000e+00    1.440333e-01    1.333333e-04    0.000000e+00    0.000000e+00    1.440333e-01    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00 
   2.546667e-02    3.333333e-04    0.000000e+00    1.033333e-03    0.000000e+00    0.000000e+00    6.000000e-04    1.636333e-01    0.000000e+00    1.614333e-01    4.400000e-03    6.666667e-05    0.000000e+00    1.635667e-01    3.000000e-04    0.000000e+00    0.000000e+00    1.636333e-01    3.333333e-05    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00 
   2.800000e-02    4.666667e-04    0.000000e+00    1.233333e-03    0.000000e+00    0.000000e+00    6.666667e-04    1.824000e-01    0.000000e+00    1.797000e-01    5.266667e-03    6.666667e-05    0.000000e+00    1.823333e-01    3.000000e-04    0.000000e+00    0.000000e+00    1.823667e-01    6.666667e-05    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00 
   3.190000e-02    6.000000e-04    0.000000e+00    1.400000e-03    0.000000e+00    0.000000e+00    8.000000e-04    2.009000e-01    0.000000e+00    1.975000e-01    6.666667e-03    1.666667e-04    0.000000e+00    2.008000e-01    4.000000e-04    0.000000e+00    0.000000e+00    2.008667e-01    1.333333e-04    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00 
   3.506667e-02    6.666667e-04    0.000000e+00    1.600000e-03    0.000000e+00    0.000000e+00    9.000000e-04    2.208333e-01    0.000000e+00    2.167667e-01    8.000000e-03    1.666667e-04    0.000000e+00    2.207000e-01    4.333333e-04    0.000000e+00    0.000000e+00    2.208000e-01    1.333333e-04    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00 
   3.816667e-02    7.000000e-04    0.000000e+00    1.800000e-03    0.000000e+00    0.000000e+00    9.666667e-04    2.408333e-01    0.000000e+00    2.360000e-01    9.266667e-03    1.666667e-04    0.000000e+00    2.407000e-01    5.000000e-04    0.000000e+00    0.000000e+00    2.407667e-01    1.666667e-04    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00 
   4.136667e-02    9.666667e-04    0.000000e+00    2.000000e-03    0.000000e+00    0.000000e+00    1.066667e-03    2.607333e-01    1.106667e-02    2.552333e-01    1.083333e-02    1.666667e-04    0.000000e+00    2.606000e-01    5.333333e-04    0.000000e+00    0.000000e+00    2.606667e-01    2.333333e-04    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00 
   4.466667e-02    1.100000e-03    0.000000e+00    2.133333e-03    0.000000e+00    0.000000e+00    1.166667e-03    2.813333e-01    3.256667e-02    2.747333e-01    1.286667e-02    2.666667e-04    0.000000e+00    2.812000e-01    6.000000e-04    0.000000e+00    0.000000e+00    2.812667e-01    2.333333e-04    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00 
   4.780000e-02    1.233333e-03    0.000000e+00    2.366667e-03    0.000000e+00    0.000000e+00    1.200000e-03    3.016667e-01    5.263333e-02    2.942000e-01    1.430000e-02    3.333333e-04    0.000000e+00    3.015000e-01    7.000000e-04    0.000000e+00    0.000000e+00    3.015667e-01    2.666667e-04    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00 
